semantic_object,object_vlm_type,material_id,canonical_name,candidate_vlm_type_norm,material_type_norm,absorption_level,alpha_mid,alpha_high,source_group,source_material_name,a125,a250,a500,a1000,a2000,a4000,a8000,sampling_policy
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_focus_a_gamma_e65164,Ecophon - Focus A/gamma - Configuration: 200 mm overall depth of construction - Absorption class: D,acoustic_treatment,porous_fiber_absorber,absorptive,0.35,0.225,odeon,Focus A/gamma,0.55,0.4,0.5,0.35,0.2,0.25,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_focus_a_gamma_with_extra_bass_d117ba,Ecophon - Focus A/gamma with extra Bass - Configuration: 200 mm overall depth of construction - Absorption class: D,acoustic_treatment,porous_fiber_absorber,absorptive,0.35,0.225,odeon,Focus A/gamma with extra Bass,0.7,0.4,0.45,0.4,0.2,0.25,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_focus_ds_gamma_with_extra_bass_60ab11,Ecophon - Focus Ds/gamma with Extra Bass - Configuration: 200 mm overall depth of construction - Absorption class: E,acoustic_treatment,porous_fiber_absorber,absorptive,0.3,0.25,odeon,Focus Ds/gamma with Extra Bass,0.6,0.3,0.2,0.45,0.25,0.25,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_gedina_a_gamma_4370e5,Ecophon - Gedina A/gamma - Configuration: 15 mm thickness - Absorption class: D,acoustic_treatment,porous_fiber_absorber,absorptive,0.3333,0.225,odeon,Gedina A/gamma,0.5,0.4,0.3,0.45,0.25,0.2,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_master_rigid_a_gamma_450f56,Ecophon - Master Rigid A / Gamma - Configuration: 20 mm thickness - Absorption class: D,acoustic_treatment,porous_fiber_absorber,absorptive,0.3167,0.2,odeon,Master Rigid A / Gamma,0.6,0.35,0.4,0.35,0.2,0.2,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_solo_baffle_c600_56a6a0,Ecophon - Solo Baffle - c600 - Configuration: 200 mm overall depth of construction - Absorption class: D,acoustic_treatment,porous_fiber_absorber,absorptive,0.5,0.55,odeon,Solo Baffle - c600,0.1,0.35,0.4,0.55,0.55,0.55,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_solo_baffle_c600_5ca040,Ecophon - Solo Baffle - c600 - Configuration: 300 mm overall depth of construction - Absorption class: D,acoustic_treatment,porous_fiber_absorber,absorptive,0.5833,0.675,odeon,Solo Baffle - c600,0.2,0.4,0.4,0.65,0.7,0.65,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_solo_baffle_40_mm_oriented_in_rows_8a1f41,Ecophon - Solo Baffle 40 mm oriented in rows cc 600 mm - Configuration: 300 mm overall depth of construction - Absorption class: C,acoustic_treatment,porous_fiber_absorber,absorptive,0.5667,0.65,odeon,Solo Baffle 40 mm oriented in rows cc 600 mm,0.2,0.4,0.4,0.65,0.65,0.65,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_solo_baffle_40_mm_oriented_in_rows_b13865,Ecophon - Solo Baffle 40 mm oriented in rows cc 800 mm - Configuration: 300 mm overall depth of construction - Absorption class: D,acoustic_treatment,porous_fiber_absorber,absorptive,0.5,0.55,odeon,Solo Baffle 40 mm oriented in rows cc 800 mm,0.15,0.35,0.4,0.55,0.55,0.55,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_solo_baffle_wave_c600_b30d9a,Ecophon - Solo Baffle Wave - c600 - Configuration: 200 mm overall depth of construction - Absorption class: D,acoustic_treatment,porous_fiber_absorber,absorptive,0.55,0.625,odeon,Solo Baffle Wave - c600,0.15,0.4,0.4,0.6,0.65,0.6,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_solo_baffle_zig_zag_c600_9c5774,Ecophon - Solo Baffle Zig Zag - c600 - Configuration: 200 mm overall depth of construction - Absorption class: D,acoustic_treatment,porous_fiber_absorber,absorptive,0.5333,0.6,odeon,Solo Baffle Zig Zag - c600,0.15,0.35,0.4,0.6,0.6,0.6,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_solo_baffle_oriented_in_rows_cc_400_dce96c,Ecophon - Solo Baffle oriented in rows cc 400 mm - Configuration: 200 mm overall depth of construction - Absorption class: D,acoustic_treatment,porous_fiber_absorber,absorptive,0.55,0.65,odeon,Solo Baffle oriented in rows cc 400 mm,0.15,0.4,0.4,0.6,0.65,0.65,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,odeon_mineral_wool_ecophon_ecophon_solo_baffle_oriented_in_rows_cc_600_c9ac43,Ecophon - Solo Baffle oriented in rows cc 600 mm - Configuration: 200 mm overall depth of construction - Absorption class: D,acoustic_treatment,porous_fiber_absorber,absorptive,0.4667,0.525,odeon,Solo Baffle oriented in rows cc 600 mm,0.15,0.3,0.35,0.5,0.55,0.5,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_fibre_abosrber,"fibre absorber on perforated sheet metal cartridge, 0,5 mm zinc-plated steel, 1.5 mm hole diameter, 200 mm cavity filled with 20 mm mineral wool (20 kg/m3), inflammable",ceiling,porous_fiber_absorber,highly_absorptive,0.99,1.0,pyroom,ceiling_fibre_abosrber,0.48,0.97,1.0,0.97,1.0,1.0,1.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_fissured_tile,fissured ceiling tile,ceiling,acoustic_ceiling_panel,highly_absorptive,0.7333,0.955,pyroom,ceiling_fissured_tile,0.49,0.53,0.53,0.75,0.92,0.99,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,hanging_absorber_panels_1,"hanging absorber panels (foam), 400 mm depth, 400 mm distance",acoustic_treatment,foam_absorber,highly_absorptive,0.85,0.825,pyroom,hanging_absorber_panels_1,0.25,0.45,0.8,0.9,0.85,0.8,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,hanging_absorber_panels_2,"hanging absorber panels (foam), 400 mm depth, 700 mm distance",acoustic_treatment,foam_absorber,highly_absorptive,0.6833,0.7,pyroom,hanging_absorber_panels_2,0.2,0.3,0.6,0.75,0.7,0.7,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,microperforated_foil_kaefer,microperforated foil “Microsorber” (Kaefer),acoustic_treatment,perforated_panel_absorber,highly_absorptive,0.7067,0.635,pyroom,microperforated_foil_kaefer,0.06,0.28,0.7,0.68,0.74,0.53,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_perforated_gypsum_board,"perforated 27 mm gypsum board (16%), d = 4,5 mm, 300 mm from ceiling",ceiling,perforated_panel_absorber,highly_absorptive,0.7867,0.805,pyroom,ceiling_perforated_gypsum_board,0.45,0.55,0.6,0.9,0.86,0.75,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_melamine_foam,"wedge-shaped, melamine foam, ceiling tile",ceiling,foam_absorber,highly_absorptive,0.9267,0.965,pyroom,ceiling_melamine_foam,0.12,0.33,0.83,0.97,0.98,0.95,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_metal_deck_perforated_channels_25_mm_batts,"Metal deck, perforated channels, 25 mm batts",ceiling,carpet_floor_absorber,highly_absorptive,0.7967,0.395,acoustic_supplies,"Metal deck (perforated channels, 25 mm batts)",0.19,0.69,0.99,0.88,0.52,0.27,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_metal_deck_perforated_channels_75_mm_batts,"Metal deck, perforated channels, 75 mm batts",ceiling,carpet_floor_absorber,highly_absorptive,0.8,0.415,acoustic_supplies,"Metal deck (perforated channels, 75 mm batts)",0.73,0.99,0.99,0.89,0.52,0.31,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_sprayed_cellulose_fibre_16_mm_on_solid_backing,"Sprayed cellulose fibre, 16 mm on solid backing",ceiling,carpet_floor_absorber,highly_absorptive,0.71,0.905,acoustic_supplies,Sprayed cellulose fibre (16 mm on solid backing),0.05,0.16,0.44,0.79,0.9,0.91,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_sprayed_cellulose_fibre_25_mm_on_solid_backing,"Sprayed cellulose fibre, 25 mm on solid backing",ceiling,carpet_floor_absorber,highly_absorptive,0.8867,0.845,acoustic_supplies,Sprayed cellulose fibre (25 mm on solid backing),0.08,0.29,0.75,0.98,0.93,0.76,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_sprayed_cellulose_fibre_25_mm_on_timber_lath,"Sprayed cellulose fibre, 25 mm on timber lath",ceiling,carpet_floor_absorber,highly_absorptive,1.06,1.04,acoustic_supplies,Sprayed cellulose fibre (25 mm on timber lath),0.47,0.9,1.0,1.0,1.0,1.0,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_sprayed_cellulose_fibre_32_mm_on_solid_backing,"Sprayed cellulose fibre, 32 mm on solid backing",ceiling,carpet_floor_absorber,highly_absorptive,0.8767,0.98,acoustic_supplies,Sprayed cellulose fibre (32 mm on solid backing),0.1,0.3,0.73,0.92,0.98,0.98,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_sprayed_cellulose_fibre_75_mm_on_solid_backing,"Sprayed cellulose fibre, 75 mm on solid backing",ceiling,carpet_floor_absorber,highly_absorptive,0.9,0.875,acoustic_supplies,Sprayed cellulose fibre (75 mm on solid backing),0.7,0.95,1.0,0.85,0.85,0.9,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
acoustic_panel_treatment,acoustic_treatment,ceiling_underlay_in_perforated_metal_panels_25_mm_batts,"Underlay in perforated metal panels, 25 mm batts",ceiling,carpet_floor_absorber,highly_absorptive,0.7467,0.845,acoustic_supplies,Underlay in perforated metal panels (25 mm batts),0.51,0.78,0.57,0.77,0.9,0.79,0.0,Only sample when VLM sees panels/foam/acoustic ceiling or when generating treated/soft room variants.
stairs_railing_beam_column,hard_furniture / structural_surface_generic,hard_object_wood_16mm,16 mm wood on 40 mm studs,hard_furniture,wood_panel,reflective,0.09,0.0733,pyroom,wood_16mm,0.18,0.12,0.1,0.09,0.08,0.07,0.07,Include only if geometry is large enough; ignore small pipes/rails in MVP.
stairs_railing_beam_column,hard_furniture / structural_surface_generic,surface_ceramic_tiles,ceramic tiles with a smooth surface,appliance_metal_ceramic,hard_masonry_reflective,reflective,0.0167,0.02,pyroom,ceramic_tiles,0.01,0.01,0.01,0.02,0.02,0.02,0.02,Include only if geometry is large enough; ignore small pipes/rails in MVP.
stairs_railing_beam_column,hard_furniture / structural_surface_generic,hard_object_plywood_thin,thin plywood panelling,hard_furniture,wood_panel,reflective,0.08,0.06,pyroom,plywood_thin,0.42,0.21,0.1,0.08,0.06,0.06,0.0,Include only if geometry is large enough; ignore small pipes/rails in MVP.
stairs_railing_beam_column,hard_furniture / structural_surface_generic,hard_object_wood_1.6cm,"wood, 1.6 cm thick, on 4 cm wooden planks",hard_furniture,wood_panel,reflective,0.09,0.0733,pyroom,wood_1.6cm,0.18,0.12,0.1,0.09,0.08,0.07,0.07,Include only if geometry is large enough; ignore small pipes/rails in MVP.
stairs_railing_beam_column,hard_furniture / structural_surface_generic,ptb_0397_16_22_mm_wood_facing_tongue_and_groove_or_rab,16-22 mm wood facing (tongue-and-groove or rabbeted) on frame over 50 mm cavity filled with mineral wool,hard_furniture,porous_fiber_absorber,reflective,0.09,0.0733,ptb,PTB No. 397: 16-22 mm wood facing (tongue-and-groove or rabbeted) on frame over 50 mm cavity filled with mineral wool,0.25,0.15,0.1,0.09,0.08,0.07,0.07,Include only if geometry is large enough; ignore small pipes/rails in MVP.
stairs_railing_beam_column,hard_furniture / structural_surface_generic,ptb_0399_22_mm_chipboard_50_mm_cavity_filled_with_mine,"22 mm chipboard, 50 mm cavity filled with mineral wool",hard_furniture,porous_fiber_absorber,reflective,0.0533,0.05,ptb,"PTB No. 399: 22 mm chipboard, 50 mm cavity filled with mineral wool",0.12,0.04,0.06,0.05,0.05,0.05,0.05,Include only if geometry is large enough; ignore small pipes/rails in MVP.
stairs_railing_beam_column,hard_furniture / structural_surface_generic,ptb_0400_3_4_mm_asbestos_or_plywood_sheets_75_mm_cavit,"3-4 mm asbestos or plywood sheets, >75 mm cavity with 25-50 mm mineral wool",hard_furniture,porous_fiber_absorber,reflective,0.0667,0.05,ptb,"PTB No. 400: 3-4 mm asbestos or plywood sheets, >75 mm cavity with 25-50 mm mineral wool",0.5,0.3,0.1,0.05,0.05,0.05,0.05,Include only if geometry is large enough; ignore small pipes/rails in MVP.
stairs_railing_beam_column,hard_furniture / structural_surface_generic,ptb_0401_4_mm_asbestos_or_plywood_boards_fastened_at_r,"4 mm asbestos or plywood boards fastened at random intervals (at least 0.4 * 0.6 m), over 75 mm cavity with 25 mm mineral wool",hard_furniture,porous_fiber_absorber,reflective,0.0667,0.05,ptb,"PTB No. 401: 4 mm asbestos or plywood boards fastened at random intervals (at least 0.4 * 0.6 m), over 75 mm cavity with 25 mm mineral wool",0.55,0.3,0.1,0.05,0.05,0.05,0.05,Include only if geometry is large enough; ignore small pipes/rails in MVP.
stairs_railing_beam_column,hard_furniture / structural_surface_generic,ptb_0355_holz_1_6cm_dick_auf_4_cm_holzlatten,"Holz, 1,6cm dick, auf 4 cm Holzlatten",hard_furniture,wood_panel,reflective,0.09,0.075,ptb,"PTB No. 355: Holz, 1,6cm dick, auf 4 cm Holzlatten",0.18,0.12,0.1,0.09,0.08,0.07,0.0,Include only if geometry is large enough; ignore small pipes/rails in MVP.
stairs_railing_beam_column,hard_furniture / structural_surface_generic,ptb_0358_holzboden_fest_auf_untergrund,"Holzboden, fest auf Untergrund",hard_furniture,wood_panel,reflective,0.0567,0.06,ptb,"PTB No. 358: Holzboden, fest auf Untergrund",0.04,0.04,0.05,0.06,0.06,0.06,0.0,Include only if geometry is large enough; ignore small pipes/rails in MVP.
stairs_railing_beam_column,hard_furniture / structural_surface_generic,ptb_0357_holzdecke_glatt_und_ohne_risse,"Holzdecke, glatt und ohne Risse",hard_furniture,wood_panel,reflective,0.0633,0.06,ptb,"PTB No. 357: Holzdecke, glatt und ohne Risse",0.28,0.1,0.07,0.06,0.06,0.06,0.0,Include only if geometry is large enough; ignore small pipes/rails in MVP.
stairs_railing_beam_column,hard_furniture / structural_surface_generic,ptb_0359_holzdielen_auf_hohlraum,Holzdielen auf Hohlraum,hard_furniture,wood_panel,reflective,0.0767,0.06,ptb,PTB No. 359: Holzdielen auf Hohlraum,0.15,0.12,0.1,0.07,0.06,0.06,0.0,Include only if geometry is large enough; ignore small pipes/rails in MVP.
stairs_railing_beam_column,hard_furniture / structural_surface_generic,ptb_0368_holzspanplatte_1250_x_3125_x_16_mm_typ_fp_y_n,"Holzspanplatte, 1250 x 3125 x 16 mm, Typ FP/Y nach DIN 68 761, Edyn ~ 4,6 x 1010 dyn cm-2, Dichte 9,9 kg / m², auf Lattung 625 x 625 mm, Wandabstand 30 mm, hinterlegt mit Mineralfaserplatte 20 mm dick, 90 kg / m³, 33,2 Rayl/cm, Hinterlegung auf ca. 65 % d",hard_furniture,porous_fiber_absorber,reflective,0.0,0.01,ptb,"PTB No. 368: Holzspanplatte, 1250 x 3125 x 16 mm, Typ FP/Y nach DIN 68 761, Edyn ~ 4,6 x 1010 dyn cm-2, Dichte 9,9 kg / m², auf Lattung 625 x 625 mm, Wandabstand 30 mm, hinterlegt mit Mineralfaserplatte 20 mm dick, 90 kg / m³, 33,2 Rayl/cm, Hinterlegung auf ca. 65 % d",0.38,0.11,0.0,0.0,0.0,0.01,0.0,Include only if geometry is large enough; ignore small pipes/rails in MVP.
